url	download_complete
ngs.ics.uci.edu/category/general-updates/page/36	complete
ngs.ics.uci.edu/category/general-updates/page/35	complete
ngs.ics.uci.edu/category/general-updates/page/34	complete
swiki.ics.uci.edu/doku.php/start?tab_files=search&do=media&ns=linux	complete
ngs.ics.uci.edu/category/general-updates/page/32	complete
ngs.ics.uci.edu/category/general-updates/page/31	complete
ngs.ics.uci.edu/category/general-updates/page/30	complete
www.ics.uci.edu/computing/network	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2006%2F03%2F2006_smythstern%2F	complete
sli.ics.uci.edu/PmWiki/LinkVariables?action=login	complete
swiki.ics.uci.edu/doku.php/projects:maint-winter-2019?idx=services	complete
flamingo.ics.uci.edu/docs/GettingStartedDoc.html	complete
cradl.ics.uci.edu?p=489	complete
sli.ics.uci.edu/Classes/2013F-273a?action=download&upname=HW5.zip	complete
mswe.ics.uci.edu//s.w.org	complete
ngs.ics.uci.edu/tag/food	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2014%2F02%2F2014_improver%2F&format=xml	complete
sli.ics.uci.edu/PmWiki/BasicEditing?action=login	complete
sli.ics.uci.edu/Category/Maintenance	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2013%2F07%2Ffuse-2003%2F&format=xml	complete
cbcl.ics.uci.edu/doku.php/teaching/cs285s14/start?do=login&sectok=	complete
ngs.ics.uci.edu/indian-medals-at-olympic-an-interesting-perspective	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2Fresearch%2Fcrowd-fault-localization%2F	complete
duttgroup.ics.uci.edu/projects/neuromorphic-computing	complete
computableplant.ics.uci.edu/LamDelosmeSA.m	complete
swiki.ics.uci.edu/doku.php/brownbags?idx=network	complete
www.ics.uci.edu/~jutts/210	complete
cloudberry.ics.uci.edu/tag/tech/feed	complete
wics.ics.uci.edu/first-annual-wics-games	complete
sli.ics.uci.edu/Classes/2009S?action=download&upname=cs177-hw5-matlab.tar.gz	complete
swiki.ics.uci.edu/doku.php/projects:maint-summer-2018?idx=policies	complete
sli.ics.uci.edu/PmWiki/WikiGroups?action=login	complete
wics.ics.uci.edu/first-wics-meeting-of-winter-14?share=facebook	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/AcheDataExercise13-20.txt	complete
www.ics.uci.edu/setop.dvi	complete
sli.ics.uci.edu/Shekars-Private/AddSideBar?action=login	complete
sli.ics.uci.edu/Classes/2015W-178?action=download&upname=HW3.zip	complete
wics.ics.uci.edu/join-us/feed	incomplete
duttgroup.ics.uci.edu?p=634	complete
ngs.ics.uci.edu/capturing-experiences/feed	complete
ngs.ics.uci.edu/ten-myths-for-entrepreneurs	complete
swiki.ics.uci.edu/doku.php/start?ns=group&tab_files=files&do=media	complete
grape.ics.uci.edu/wiki/asterix/timeline?from=2018-04-02T18%3A16%3A07-07%3A00&precision=second	complete
www.ics.uci.edu/rats_hierbetabinom_inf.stan	complete
www.ics.uci.edu/sao/index.php	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ipsn03.pdf	complete
wics.ics.uci.edu/week-10-hour-of-code	complete
cloudberry.ics.uci.edu/feed	incomplete
www.ics.uci.edu/computing/services/printing.php	complete
sli.ics.uci.edu/Classes/2010W-178?action=download&upname=178_L22.pdf	complete
sli.ics.uci.edu/Ihler-Private/Research	complete
mswe.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmswe.ics.uci.edu%2F&format=xml	complete
www.ics.uci.edu/~lopes/teaching/inf102S16/index.html	complete
sli.ics.uci.edu/Classes/2015W-178?action=login	complete
ngs.ics.uci.edu/tag/fiction/feed	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneH1hescH3k4me3StdAlnRep1.REF_chr19.bam	incomplete
futurehealth.ics.uci.edu/news-events/uci-events	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-10-wics-potluck%2F	complete
ngs.ics.uci.edu/multimedia-semantics-bridging-the-semantic-gap/feed	complete
www.ics.uci.edu/Midterm1aKey	incomplete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Ftalks%2Ftalks-computational-biology%2F	complete
cbcl.ics.uci.edu/doku.php?id=software:arem&do=revisions	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fspreading-joy%2F	complete
wics.ics.uci.edu/wics-mock-interviews?share=google-plus-1	complete
sli.ics.uci.edu/Classes/2014S-274b?action=download&upname=ProteinSecondStruct.zip	complete
www.ics.uci.edu/grad/funding	complete
transformativeplay.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftransformativeplay.ics.uci.edu%2Fmichael-a-cowling%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fback-to-cyber-1%2F&format=xml	complete
wics.ics.uci.edu/wics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz/13-02-03-toy-hacker-001/feed	complete
sli.ics.uci.edu/PmWiki/Security	complete
www.ics.uci.edu/prospective/zh-tw/uci/student-services	complete
www.ics.uci.edu/~sudeep	complete
ngs.ics.uci.edu/increasing-video-apps	complete
ngs.ics.uci.edu/sharing-your-photos-orsiso	complete
wics.ics.uci.edu/spring-quarter-2017-week-3-riot-tour	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneK562CtcfStdAlnRep2.REF_chr19.bam	complete
sli.ics.uci.edu/Classes/2012W-178?action=download&upname=HW2.pdf	complete
swiki.ics.uci.edu/doku.php/projects:maint-summer-2018?idx=security	complete
sli.ics.uci.edu/Classes/2013F-273a?action=login	complete
www.ics.uci.edu/MH	complete
www.ics.uci.edu/projects	complete
cbcl.ics.uci.edu/public_data/SREBP1/processed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fgoogles-speech-interfaces-using-context%2F&format=xml	complete
duttgroup.ics.uci.edu/publications?limit=5&	complete
transformativeplay.ics.uci.edu//fonts.googleapis.com	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneK562H3k27acStdAlnRep1.REF_chr19.bam	complete
ngs.ics.uci.edu/excellence-in-singapore-but	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=eppstein	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2016%2F03%2Fsouthern-california-machine-learning-symposium%2F	complete
www.ics.uci.edu/publications/r12a.html	complete
ngs.ics.uci.edu/tag/photos/feed	complete
sdcl.ics.uci.edu?p=1258	complete
sli.ics.uci.edu/Classes/2012W-178-Comments?action=login	complete
sli.ics.uci.edu/Group-Meetings/Group-Meetings?action=edit	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=jmlr05.pdf	complete
cwicsocal18.ics.uci.edu/leadership	complete
sli.ics.uci.edu/PmWiki/ReleaseNotes?action=login	complete
wics.ics.uci.edu/event/mock-technical-interviews?ical=1	complete
www.ics.uci.edu/spotlight_su.php	complete
hobbes.ics.uci.edu/people.shtml	complete
ngs.ics.uci.edu/nyt-likes-like/feed	complete
duttgroup.ics.uci.edu/2017/12/05/imans-goodbye-lunch/img_0214	complete
ngs.ics.uci.edu/terrorism-in-india	complete
cml.ics.uci.edu/2018/09/fall-2018	complete
www.ics.uci.edu/~emj	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2007%2F12%2F2007_nips%2F&format=xml	complete
wics.ics.uci.edu/wics-is-invited-to-western-digital	complete
sdcl.ics.uci.edu/2013/03/arie-van-deursen-visit	complete
sdcl.ics.uci.edu/wp-login.php?action=lostpassword	complete
www.ics.uci.edu/publications/r200.html	complete
www.ics.uci.edu/grad/courses/details.php?id=521	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2015%2F05%2Fcenter-member-and-ics-dean-hal-stern-to-help-lead-national-effort-to-improve-criminal-evidence-analysis-cut-wrongful-convictions%2F&format=xml	complete
wics.ics.uci.edu/events/2017-10-27?ical=1/	complete
ngs.ics.uci.edu/category/general-updates/page/9	complete
ngs.ics.uci.edu/category/general-updates/page/8	complete
wics.ics.uci.edu/wics-fall-quarter-week-2-mentorship-mixer?share=google-plus-1	complete
ngs.ics.uci.edu/category/general-updates/page/3	complete
ngs.ics.uci.edu/category/general-updates/page/2	complete
wics.ics.uci.edu/wics-winter-quarter-week-8-amazon-interview-workshop	complete
ngs.ics.uci.edu/category/general-updates/page/4	complete
ngs.ics.uci.edu/category/general-updates/page/7	complete
ngs.ics.uci.edu/category/general-updates/page/6	complete
transformativeplay.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftransformativeplay.ics.uci.edu%2Finf-242-winter-2017%2F&format=xml	complete
ngs.ics.uci.edu/eventweb-what-is-an-event/feed	complete
ngs.ics.uci.edu/experiential-communication-in-singapore	incomplete
sli.ics.uci.edu/Classes/2012F-178?action=download&upname=03-linRegress.pdf	complete
ngs.ics.uci.edu?p=988	complete
ngs.ics.uci.edu?p=989	complete
ngs.ics.uci.edu?p=986	complete
ngs.ics.uci.edu?p=987	complete
wics.ics.uci.edu/wics-first-general-spring-quarter-meeting?share=facebook	complete
transformativeplay.ics.uci.edu/geoffrey-c-bowker	complete
www.ics.uci.edu/~seal/projects/energy-test-min/tool.html	complete
www.ics.uci.edu?letter=X	complete
hobbes.ics.uci.edu/manual.shtml	complete
www.ics.uci.edu/Prospective_ApplicationProcess.php	complete
ngs.ics.uci.edu/everything-ok	complete
www.ics.uci.edu/rickl-industry.html	complete
www.ics.uci.edu/prospective/vi/admissions/application-tips	complete
sdcl.ics.uci.edu/author/andre/feed	complete
wics.ics.uci.edu/event/wics-study-session-2	complete
wics.ics.uci.edu/project-development	complete
sli.ics.uci.edu/Classes/2011S-274a?action=download&upname=CS274a_L02.pdf	incomplete
ngs.ics.uci.edu/explore-ocean-floor-using-google-maps	complete
ngs.ics.uci.edu/blog/rlwaller13@hotmail.com	complete
cbcl.ics.uci.edu/doku.php/teaching/cs285s14/start?idx=software	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fbecoming-impatient%2F	complete
wics.ics.uci.edu/wics-fall-quarter-week-8-academic-planning-workshop?share=google-plus-1	complete
wics.ics.uci.edu/event/casino-night	complete
wics.ics.uci.edu/events/2018-06-03?ical=1/	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwinter-quarter-2017-week-5-twilio-info-session%2F	complete
jgarcia.ics.uci.edu/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fjgarcia.ics.uci.edu%2F%3Fpage_id%3D475	complete
wics.ics.uci.edu/brownie-troops-computer-expert-badge?afg26_page_id=1	complete
mswe.ics.uci.edu/comments/feed	complete
www.ics.uci.edu/about/visit/index	complete
wics.ics.uci.edu/week-3-wicsvgdc-workshop?share=google-plus-1	complete
www.ics.uci.edu/%7Eisaac/CVScherson-April2010	complete
sli.ics.uci.edu/PmWiki/FilePermissions	complete
cradl.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcradl.ics.uci.edu%2Fpeople%2F	complete
mhcid.ics.uci.edu?p=164	complete
www.ics.uci.edu/publications/r125.html	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2011%2F09%2F883%2F&format=xml	complete
www.ics.uci.edu/~malek	complete
mhcid.ics.uci.edu?p=228	complete
wics.ics.uci.edu/event/presidents-day-2	complete
ngs.ics.uci.edu/presentation-of-flickr-story-on-newscom	complete
ngs.ics.uci.edu/acm-multimedia-2009/feed	complete
sli.ics.uci.edu/Classes/2012W-178?action=download&upname=L16.pdf	complete
cbcl.ics.uci.edu/.oldhtaccess	complete
wics.ics.uci.edu/movie-night-and-boardgames-with-wics?share=google-plus-1	complete
cradl.ics.uci.edu?attachment_id=557	complete
sli.ics.uci.edu/Site/RecentChanges	complete
ngs.ics.uci.edu/india-and-china/feed	complete
ngs.ics.uci.edu/internet-video-on-tv/feed	complete
sli.ics.uci.edu/Classes/2010W-178?action=download&upname=HW_B1.pdf	complete
sli.ics.uci.edu/Classes/2010W-178?action=download&upname=HW5soln.pdf	complete
www.ics.uci.edu/~emilyo/SimSE	complete
ngs.ics.uci.edu?p=1712	complete
sli.ics.uci.edu/PmWiki/CustomInterMap	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/DogCode.txt	complete
ngs.ics.uci.edu?p=1715	complete
wics.ics.uci.edu?p=2749	complete
sli.ics.uci.edu/Profiles/Profiles	complete
wics.ics.uci.edu?p=2744	complete
sdcl.ics.uci.edu/page/2	complete
wics.ics.uci.edu?p=2741	complete
wics.ics.uci.edu/2nd-post?share=twitter	complete
wics.ics.uci.edu/mock-interview/feed	complete
ngs.ics.uci.edu/till-divorce-do-us-apart	complete
sdcl.ics.uci.edu/tag/south-korea/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fmacrosopes%2F	complete
www.ics.uci.edu/~eli/courses/cs153-f09/cs-153-f09.html	complete
ngs.ics.uci.edu?p=729	complete
wics.ics.uci.edu/spring-quarter-2017-week-3-riot-tour?share=twitter	complete
www.ics.uci.edu/prospective/zh-tw/degrees/data-science	complete
swiki.ics.uci.edu/doku.php/brownbags?do=export_raw	complete
netreg.ics.uci.edu/index.php?r=request/index&username=Guest	complete
sli.ics.uci.edu/PmWiki/PageFileFormat?action=login	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fmacrosopes%2F&format=xml	complete
ngs.ics.uci.edu/research/research-papers/feed	complete
sli.ics.uci.edu/PmWiki/SimultaneousEdits	complete
wics.ics.uci.edu/wics-week-0-meet-and-greet/feed	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch1/BrassAlloyZincData.txt	complete
mswe.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmswe.ics.uci.edu%2Fprogram%2Fcurriculum%2F	complete
ngs.ics.uci.edu/tag/business-activity-monitoring	complete
wics.ics.uci.edu/wics-attends-cwic-socal?afg34_page_id=4	complete
www.ics.uci.edu/lab-members.html	complete
wics.ics.uci.edu/wics-attends-cwic-socal?afg34_page_id=3	complete
wics.ics.uci.edu/wics-attends-cwic-socal?afg34_page_id=1	complete
cbcl.ics.uci.edu/doku.php/software?do=export_xhtml	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2015%2F05%2Flees-msr-2015-talk%2F	complete
iasl.ics.uci.edu/people/levorato	complete
sli.ics.uci.edu/Classes/2015F-179?action=download&upname=L05-Likelihood.pdf	complete
www.ics.uci.edu/publications/r87.html	complete
grape.ics.uci.edu/wiki/asterix/wiki/WikiStart	complete
www.ics.uci.edu/~dvk/pub/WEPS2_dvk.html	complete
cloudberry.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcloudberry.ics.uci.edu%2Fdocumentation%2F&format=xml	complete
graphics.ics.uci.edu	complete
wics.ics.uci.edu/week-5-women-in-technology-talk-by-northrop-grumman?afg12_page_id=2	complete
wics.ics.uci.edu/wp-json/tribe/events/v1/events/2723	complete
wics.ics.uci.edu/wp-json/tribe/events/v1/events/2721	complete
wics.ics.uci.edu/week-2-ios-beginner-workshop	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fsoftware%2Fcambium-model-translation-software%2F&format=xml	complete
sli.ics.uci.edu/Group/Group	complete
tutors.ics.uci.edu/index.php/79-python-resources/121-printing-text-shapes	complete
sdcl.ics.uci.edu?p=2232	complete
sdcl.ics.uci.edu?p=2234	complete
emj.ics.uci.edu/author/emj	complete
ngs.ics.uci.edu/category/personal	complete
www.ics.uci.edu/courses.html	complete
tutors.ics.uci.edu/index.php/79-python-resources/108-python-list-exercises	complete
sli.ics.uci.edu/Classes/2013F-273a?action=download&upname=01-intro.pdf	complete
ngs.ics.uci.edu/tag/quantified-self/page/2	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneNhekH3k27acStdAlnRep3.REF_chr19.bam	complete
ngs.ics.uci.edu/changing-marriages-bedrooms/feed	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/Larynx-Cancer-Data.txt	complete
wics.ics.uci.edu/wics-final-python-project-meeting/feed	complete
ngs.ics.uci.edu/the-worst-part-of-a-vacation/feed	complete
sli.ics.uci.edu/Site/AttrForm?action=edit	complete
www.ics.uci.edu/resources/Title_IX_Resources.php	complete
www.ics.uci.edu/~skong2/pano4pose.html	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=90	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=91	complete
sli.ics.uci.edu/Classes/2010W-178-Comments?action=login	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=93	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=94	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=95	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=96	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=97	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=98	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=99	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fspring-potluck-with-ics-clubs%2F	complete
cml.ics.uci.edu/2017/11/new-faculty-member-eric-sudderth	complete
ngs.ics.uci.edu/future-search	complete
cml.ics.uci.edu/2013/09/fall-2013	complete
ngs.ics.uci.edu/c-k-prahalad/feed	complete
www.ics.uci.edu/staff.php	complete
www.ics.uci.edu/~stasio/winter06/Lectures	complete
futurehealth.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffuturehealth.ics.uci.edu%2Fnews-events%2Fconferences%2F	complete
www.ics.uci.edu/publications/r253.html	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHuvecH3k4me2StdAlnRep2.REF_chr19.bam	complete
wics.ics.uci.edu/week-3-resume-workshop?share=twitter	complete
ngs.ics.uci.edu/applications-of-face-recognition/feed	complete
swiki.ics.uci.edu/doku.php/projects:maint-summer-2018?do=export_xhtml	complete
wics.ics.uci.edu/wics-spring-quarter-week-2-intuit-react-workshop?share=twitter	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHsmmtH3k27acStdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/publications/r208a.html	complete
wics.ics.uci.edu/grace-hopper-celebration-2014?share=google-plus-1	complete
wics.ics.uci.edu?p=1338	complete
www.ics.uci.edu/ugrad/courses/listing.php?year=2016&level=Graduate&department=STATS&program=ALL	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2006%2F10%2F2006_netflix%2F&format=xml	complete
cml.ics.uci.edu?p=571	complete
www.ics.uci.edu/building.html	complete
ngs.ics.uci.edu/acm-multimedia-2007-day-2	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneNhekH3k27me3StdAlnRep2.REF_chr19.bam	complete
www.ics.uci.edu/prospective/en/careers/job-opportunities	complete
www.ics.uci.edu/~etrainer	complete
cbcl.ics.uci.edu	complete
ngs.ics.uci.edu/what-did-we-do-before-computers/feed	complete
cbcl.ics.uci.edu/feed.php?mode=list&ns=teaching:cs295w11	complete
www.ics.uci.edu/publications/r255.html	complete
sli.ics.uci.edu/Classes/2010W-274a-Comments?action=login	complete
www.ics.uci.edu/publications/r248.html	complete
sli.ics.uci.edu/Classes/2010W-178?action=download&upname=HW3soln.pdf	complete
swiki.ics.uci.edu/doku.php/announce:summer-2018?idx=hardware%3Astorage	complete
www.ics.uci.edu/past_courses.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model1.txt	complete
sli.ics.uci.edu/PmWiki/DeletingPages	complete
tutors.ics.uci.edu/index.php/79-python-resources/99-python-exercises	complete
ngs.ics.uci.edu/obamas-popularity/feed	complete
www.ics.uci.edu/password.php	complete
www.ics.uci.edu/members.html	complete
www.ics.uci.edu/prospective/vi/opportunities/honors	complete
www.ics.uci.edu/~stasio/winter06/Homeworks/hw2.txt	complete
www.ics.uci.edu/MJCarey_Patents.html	complete
duttgroup.ics.uci.edu/2017/12/20/2017-end-of-the-year-gathering	complete
www.ics.uci.edu/~balani/Publications.html	complete
ngs.ics.uci.edu/digital-india-a-potentially-transformative-opportunity	complete
wics.ics.uci.edu/about-community-outreach	complete
alumni.ics.uci.edu/2008/07/10/answering-the-call	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHepg2H3k27me3StdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/~express/download.htm	complete
www.ics.uci.edu/grad/resources	complete
www.ics.uci.edu//fonts.googleapis.com/css?family=Montserrat:400,700%7cRoboto:400,400italic,700%7cRoboto+Mono	complete
tutors.ics.uci.edu/index.php/79-python-resources/123-recursion-examples	complete
transformativeplay.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftransformativeplay.ics.uci.edu%2F2019-global-game-jam-at-uci%2F	complete
wics.ics.uci.edu/events/2017-10-22?ical=1/	complete
www.ics.uci.edu/~dvk/pub/TKDE08_dvk_WePS.html	complete
www.ics.uci.edu/~projects/SATware	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2016%2F05%2Fconsuelos-icse-2016-presentation%2F&format=xml	complete
www.ics.uci.edu/%7Eisaac/private	complete
wics.ics.uci.edu/wics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz/13-02-03-toy-hacker-012/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fweek-4-capgeminis-women-in-consulting-night-w-swe-icssc%2F&format=xml	complete
grape.ics.uci.edu/wiki/asterix/timeline?from=2018-01-23T22%3A57%3A08-08%3A00&precision=second	complete
www.ics.uci.edu/MJCarey_Professional_Experience.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/BankSalaryData.txt	complete
sli.ics.uci.edu/PmWiki/TableDirectives	complete
honors.ics.uci.edu/program-overview/step-1-course-requirements	complete
wics.ics.uci.edu/wics-hosts-a-toy-hacking-workshop/attachment/011	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fpapers%2Fcalculational-papers%2F	complete
mcs.ics.uci.edu?p=434	complete
tutors.ics.uci.edu/index.php/79-python-resources/109-while-true	complete
mcs.ics.uci.edu?p=430	complete
seal.ics.uci.edu/projects/salma/index.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch15/Chap15DPpackage.txt	complete
www.ics.uci.edu/ugrad/QA_Graduation	complete
sli.ics.uci.edu/PmWiki/WikiGroup?action=search&q=PmWiki%2F	complete
sli.ics.uci.edu/Classes-CS271-Notes/SearchLocal?action=edit	complete
wics.ics.uci.edu/wics-is-invited-to-western-digital/feed	complete
sli.ics.uci.edu/Classes-CS18-Notes/Classes-CS18-Notes?action=login	complete
www.ics.uci.edu/Lec6code	complete
ngs.ics.uci.edu/what-did-we-do-before-computers	complete
sli.ics.uci.edu/Classes/2011S-274a?action=download&upname=CS274a_L17.pdf	complete
swiki.ics.uci.edu/doku.php/announce:fall-2018?idx=network	complete
www.ics.uci.edu/~perl/publication/ocfi	complete
www.ics.uci.edu/publications/r51.html	complete
grape.ics.uci.edu/wiki/asterix/raw-attachment/wiki/stats170ab-2018/visualization_with_iris_data.ipynb	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fobjective-self-4-you-are-the-most-important%2F	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2Fcourses%2F	complete
ngs.ics.uci.edu/search-andor-media/feed	complete
tutors.ics.uci.edu/index.php/79-python-resources/88-traversing-lists-with-for-loops	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2009%2F10%2F2009_li2009%2F	complete
www.ics.uci.edu/GradPolicies_TransferCredit.php	complete
honors.ics.uci.edu/graduate-school-resources	complete
jgarcia.ics.uci.edu//fonts.googleapis.com	complete
www.ics.uci.edu/~dechter/publications/r91.html	complete
wics.ics.uci.edu?p=1569	complete
sli.ics.uci.edu/Classes/2011S-274a?action=download&upname=CS274a_L11.pdf	complete
www.ics.uci.edu/policies/index.php	complete
mhcid.ics.uci.edu?p=28	complete
mhcid.ics.uci.edu?p=22	complete
ngs.ics.uci.edu/tag/individual-models/feed	complete
sli.ics.uci.edu/Classes/NSC?action=login	complete
computableplant.ics.uci.edu/alphasite	complete
www.ics.uci.edu/publications/r15.html	complete
wics.ics.uci.edu/wp-json/tribe/events/v1/events/2558	complete
www.ics.uci.edu/grad/policies/GradPolicies_Grading.php	complete
cbcl.ics.uci.edu/doku.php?id=teaching:cs295w11:start&do=revisions	complete
futurehealth.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffuturehealth.ics.uci.edu%2Fresources%2Fvideos%2F	complete
duttgroup.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fduttgroup.ics.uci.edu%2Fprojects%2Fhealth-care-iot%2Fews%2F&format=xml	complete
wics.ics.uci.edu/wp-json/tribe/events/v1/events/2556	complete
www.ics.uci.edu/community/news/view_news.php?id=1359	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fextreme-stories-10%2F&format=xml	complete
www.ics.uci.edu/about/about_safety.php	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/CSmodel.txt	complete
www.ics.uci.edu/community/news/view_news.php?id=1351	complete
www.ics.uci.edu/community/news/view_news.php?id=1350	complete
www.ics.uci.edu/community/news/view_news.php?id=1353	complete
www.ics.uci.edu/community/news/view_news.php?id=1352	complete
wics.ics.uci.edu/wics-fall-quarter-week-6-amazon-info-session-and-tabling?share=facebook	complete
mailman.ics.uci.edu/listinfo/mlrg	complete
www.ics.uci.edu/spotlight_golightly.php	complete
www.ics.uci.edu/publications/r130a.html	complete
ngs.ics.uci.edu/funny-story-about-googles-plans	complete
sdcl.ics.uci.edu/author/dkutas	complete
sdcl.ics.uci.edu/2011/08/distributed-collaboration-grant	complete
www.ics.uci.edu/ugrad/degrees/Minors	complete
mcs.ics.uci.edu/xmlrpc.php?rsd	complete
cml.ics.uci.edu/tag/news/page/3	complete
www.ics.uci.edu/index.htm	complete
cml.ics.uci.edu/2013/03/2013_fowlkescareer/feed	complete
ngs.ics.uci.edu/storytelling/feed	complete
ngs.ics.uci.edu/3-d-mash-ups/feed	complete
ngs.ics.uci.edu/category/general-updates/page/15	complete
ngs.ics.uci.edu/category/general-updates/page/14	complete
